Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi,text_final_stemmed_tokenized,polarity_score,polarity
"baguss banget aplikasi nya dalam sehari udah tau beberapa kata kata dalam bahasa jepang,kalo kayak gini dalam sebulan juga udah lancar bahasa jepang,arigatogozaimasu",baguss banget aplikasi nya dalam sehari udah tau beberapa kata kata dalam bahasa jepangkalo kayak gini dalam sebulan juga udah lancar bahasa jepangarigatogozaimasu,baguss banget aplikasi nya dalam sehari udah tau beberapa kata kata dalam bahasa jepangkalo kayak gini dalam sebulan juga udah lancar bahasa jepangarigatogozaimasu,baguss banget aplikasi nya dalam sehari udah tau beberapa kata kata dalam bahasa jepangkalo kayak gini dalam sebulan juga udah lancar bahasa jepangarigatogozaimasu,baguss banget aplikasi nya dalam sehari sudah tahu beberapa kata kata dalam bahasa jepangkalo kayak begini dalam sebulan juga sudah lancar bahasa jepangarigatogozaimasu,"['baguss', 'banget', 'aplikasi', 'nya', 'dalam', 'sehari', 'sudah', 'tahu', 'beberapa', 'kata', 'kata', 'dalam', 'bahasa', 'jepangkalo', 'kayak', 'begini', 'dalam', 'sebulan', 'juga', 'sudah', 'lancar', 'bahasa', 'jepangarigatogozaimasu']","['baguss', 'banget', 'aplikasi', 'nya', 'dalam', 'sehari', 'sudah', 'tahu', 'beberapa', 'kata', 'kata', 'dalam', 'bahasa', 'jepangkalo', 'kayak', 'begini', 'dalam', 'sebulan', 'juga', 'sudah', 'lancar', 'bahasa', 'jepangarigatogozaimasu']","['baguss', 'banget', 'aplikasi', 'sehari', 'bahasa', 'jepangkalo', 'kayak', 'sebulan', 'lancar', 'bahasa', 'jepangarigatogozaimasu']",baguss banget aplikasi sehari bahasa jepangkalo kayak sebulan lancar bahasa jepangarigatogozaimasu,baguss banget aplikasi hari bahasa jepangkalo kayak bulan lancar bahasa jepangarigatogozaimasu,,"['baguss', 'banget', 'aplikasi', 'hari', 'bahasa', 'jepangkalo', 'kayak', 'bulan', 'lancar', 'bahasa', 'jepangarigatogozaimasu']",19,positive
wow good,wow good,wow good,wow good,wow bagus,"['wow', 'bagus']","['wow', 'bagus']","['wow', 'bagus']",wow bagus,wow bagus,,"['wow', 'bagus']",4,positive
aplikasi ini sangat membantu saya dalam belajar bahasa Jepang aplikasinya unik jadi tidak membosankan untuk belajar,aplikasi ini sangat membantu saya dalam belajar bahasa Jepang aplikasinya unik jadi tidak membosankan untuk belajar,aplikasi ini sangat membantu saya dalam belajar bahasa jepang aplikasinya unik jadi tidak membosankan untuk belajar,aplikasi ini sangat membantu saya dalam belajar bahasa jepang aplikasinya unik jadi tidak membosankan untuk belajar,aplikasi ini sangat membantu saya dalam belajar bahasa jepang aplikasinya unik jadi tidak membosankan untuk belajar,"['aplikasi', 'ini', 'sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang', 'aplikasinya', 'unik', 'jadi', 'tidak', 'membosankan', 'untuk', 'belajar']","['aplikasi', 'ini', 'sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang', 'aplikasinya', 'unik', 'jadi', 'tidak', 'membosankan', 'untuk', 'belajar']","['aplikasi', 'membantu', 'belajar', 'bahasa', 'jepang', 'aplikasinya', 'unik', 'membosankan', 'belajar']",aplikasi membantu belajar bahasa jepang aplikasinya unik membosankan belajar,aplikasi bantu ajar bahasa jepang aplikasi unik bosan ajar,,"['aplikasi', 'bantu', 'ajar', 'bahasa', 'jepang', 'aplikasi', 'unik', 'bosan', 'ajar']",22,positive
saya menjadi sangat semangat dalam belajar nihongo,saya menjadi sangat semangat dalam belajar nihongo,saya menjadi sangat semangat dalam belajar nihongo,saya menjadi sangat semangat dalam belajar nihongo,saya menjadi sangat semangat dalam belajar nihongo,"['saya', 'menjadi', 'sangat', 'semangat', 'dalam', 'belajar', 'nihongo']","['saya', 'menjadi', 'sangat', 'semangat', 'dalam', 'belajar', 'nihongo']","['semangat', 'belajar', 'nihongo']",semangat belajar nihongo,semangat ajar nihongo,,"['semangat', 'ajar', 'nihongo']",4,positive
sugoi desu,sugoi desu,sugoi desu,sugoi desu,sugoi desu,"['sugoi', 'desu']","['sugoi', 'desu']","['sugoi', 'desu']",sugoi desu,sugoi desu,,"['sugoi', 'desu']",0,neutral
luvv,luvv,luvv,luvv,luvv,['luvv'],['luvv'],['luvv'],luvv,luvv,,['luvv'],0,neutral
Suwon apk nya,Suwon apk nya,suwon apk nya,suwon apk nya,suwon apk nya,"['suwon', 'apk', 'nya']","['suwon', 'apk', 'nya']","['suwon', 'apk']",suwon apk,suwon apk,,"['suwon', 'apk']",0,neutral
bagus banget sii suka aplikasinya untuk pemula bagus,bagus banget sii suka aplikasinya untuk pemula bagus,bagus banget sii suka aplikasinya untuk pemula bagus,bagus banget sii suka aplikasinya untuk pemula bagus,bagus banget sii suka aplikasinya untuk pemula bagus,"['bagus', 'banget', 'sii', 'suka', 'aplikasinya', 'untuk', 'pemula', 'bagus']","['bagus', 'banget', 'sii', 'suka', 'aplikasinya', 'untuk', 'pemula', 'bagus']","['bagus', 'banget', 'sii', 'suka', 'aplikasinya', 'pemula', 'bagus']",bagus banget sii suka aplikasinya pemula bagus,bagus banget sii suka aplikasi mula bagus,,"['bagus', 'banget', 'sii', 'suka', 'aplikasi', 'mula', 'bagus']",17,positive
Aplikasi nya sangat bagus untuk belajar bahasa jepang,Aplikasi nya sangat bagus untuk belajar bahasa jepang,aplikasi nya sangat bagus untuk belajar bahasa jepang,aplikasi nya sangat bagus untuk belajar bahasa jepang,aplikasi nya sangat bagus untuk belajar bahasa jepang,"['aplikasi', 'nya', 'sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'nya', 'sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'bagus', 'belajar', 'bahasa', 'jepang']",aplikasi bagus belajar bahasa jepang,aplikasi bagus ajar bahasa jepang,,"['aplikasi', 'bagus', 'ajar', 'bahasa', 'jepang']",15,positive
SUKAAAA,SUKAAAA,sukaaaa,sukaaaa,sukaaaa,['sukaaaa'],['sukaaaa'],['sukaaaa'],sukaaaa,sukaaaa,,['sukaaaa'],0,neutral
baguss banget!!!!!!! kalian harus coba,baguss banget kalian harus coba,baguss banget kalian harus coba,baguss banget kalian harus coba,baguss banget kalian harus coba,"['baguss', 'banget', 'kalian', 'harus', 'coba']","['baguss', 'banget', 'kalian', 'harus', 'coba']","['baguss', 'banget', 'coba']",baguss banget coba,baguss banget coba,,"['baguss', 'banget', 'coba']",2,positive
Sumpah baguuus banget...easy,Sumpah baguuus bangeteasy,sumpah baguuus bangeteasy,sumpah baguuus bangeteasy,sumpah baguuus bangeteasy,"['sumpah', 'baguuus', 'bangeteasy']","['sumpah', 'baguuus', 'bangeteasy']","['sumpah', 'baguuus', 'bangeteasy']",sumpah baguuus bangeteasy,sumpah baguuus bangeteasy,,"['sumpah', 'baguuus', 'bangeteasy']",3,positive
great..,great,great,great,great,['great'],['great'],['great'],great,great,,['great'],3,positive
がんばて 、私わ love ya,love ya,love ya,love ya,love iya,"['love', 'iya']","['love', 'iya']",['love'],love,love,,['love'],3,positive
sangat membantu saya dalam mempelajari bahasa Jepang terimakasih Hey Japan🥰😊😊,sangat membantu saya dalam mempelajari bahasa Jepang terimakasih Hey Japan,sangat membantu saya dalam mempelajari bahasa jepang terimakasih hey japan,sangat membantu saya dalam mempelajari bahasa jepang terimakasih hey japan,sangat membantu saya dalam mempelajari bahasa jepang terimakasih hai japan,"['sangat', 'membantu', 'saya', 'dalam', 'mempelajari', 'bahasa', 'jepang', 'terimakasih', 'hai', 'japan']","['sangat', 'membantu', 'saya', 'dalam', 'mempelajari', 'bahasa', 'jepang', 'terimakasih', 'hai', 'japan']","['membantu', 'mempelajari', 'bahasa', 'jepang', 'terimakasih', 'hai', 'japan']",membantu mempelajari bahasa jepang terimakasih hai japan,bantu ajar bahasa jepang terimakasih hai japan,,"['bantu', 'ajar', 'bahasa', 'jepang', 'terimakasih', 'hai', 'japan']",19,positive
"good, i Think i can study from now thanks for make this app",good i Think i can study from now thanks for make this app,good i think i can study from now thanks for make this app,good i think i can study from now thanks for make this app,bagus i think i belum study from now terima kasih for make this app,"['bagus', 'i', 'think', 'i', 'belum', 'study', 'from', 'now', 'terima', 'kasih', 'for', 'make', 'this', 'app']","['bagus', 'i', 'think', 'i', 'belum', 'study', 'from', 'now', 'terima', 'kasih', 'for', 'make', 'this', 'app']","['bagus', 'think', 'study', 'terima', 'kasih', 'make', 'app']",bagus think study terima kasih make app,bagus think study terima kasih make app,,"['bagus', 'think', 'study', 'terima', 'kasih', 'make', 'app']",7,positive
inshallah terbantu dengan aplikasi ini,inshallah terbantu dengan aplikasi ini,inshallah terbantu dengan aplikasi ini,inshallah terbantu dengan aplikasi ini,inshallah terbantu dengan aplikasi ini,"['inshallah', 'terbantu', 'dengan', 'aplikasi', 'ini']","['inshallah', 'terbantu', 'dengan', 'aplikasi', 'ini']","['inshallah', 'terbantu', 'aplikasi']",inshallah terbantu aplikasi,inshallah bantu aplikasi,,"['inshallah', 'bantu', 'aplikasi']",8,positive
"bagus banget saya jadi bisa belajar bahasa jepang, arigatõgõzaimasu hey japan..",bagus banget saya jadi bisa belajar bahasa jepang arigatgzaimasu hey japan,bagus banget saya jadi bisa belajar bahasa jepang arigatgzaimasu hey japan,bagus banget saya jadi bisa belajar bahasa jepang arigatgzaimasu hey japan,bagus banget saya jadi bisa belajar bahasa jepang arigatgzaimasu hai japan,"['bagus', 'banget', 'saya', 'jadi', 'bisa', 'belajar', 'bahasa', 'jepang', 'arigatgzaimasu', 'hai', 'japan']","['bagus', 'banget', 'saya', 'jadi', 'bisa', 'belajar', 'bahasa', 'jepang', 'arigatgzaimasu', 'hai', 'japan']","['bagus', 'banget', 'belajar', 'bahasa', 'jepang', 'arigatgzaimasu', 'hai', 'japan']",bagus banget belajar bahasa jepang arigatgzaimasu hai japan,bagus banget ajar bahasa jepang arigatgzaimasu hai japan,,"['bagus', 'banget', 'ajar', 'bahasa', 'jepang', 'arigatgzaimasu', 'hai', 'japan']",15,positive
ah suka sekali,ah suka sekali,ah suka sekali,ah suka sekali,ah suka sekali,"['ah', 'suka', 'sekali']","['ah', 'suka', 'sekali']","['ah', 'suka']",ah suka,ah suka,,"['ah', 'suka']",1,positive
sanagt mudah di mengerti dan menyenangkan,sanagt mudah di mengerti dan menyenangkan,sanagt mudah di mengerti dan menyenangkan,sanagt mudah di mengerti dan menyenangkan,sanagt mudah di mengerti dan menyenangkan,"['sanagt', 'mudah', 'di', 'mengerti', 'dan', 'menyenangkan']","['sanagt', 'mudah', 'di', 'mengerti', 'dan', 'menyenangkan']","['sanagt', 'mudah', 'mengerti', 'menyenangkan']",sanagt mudah mengerti menyenangkan,sanagt mudah erti senang,,"['sanagt', 'mudah', 'erti', 'senang']",7,positive
"Ngebantu banget buat kalian yang pengen belajar bahasa Jepang, di aplikasi ini semua dijelasin dari kalian ga ngerti apa apa sampai kalian mahir 👍🏻👍🏻 recommended banget deh buat kalian yang tertarik bahasa Jepang",Ngebantu banget buat kalian yang pengen belajar bahasa Jepang di aplikasi ini semua dijelasin dari kalian ga ngerti apa apa sampai kalian mahir  recommended banget deh buat kalian yang tertarik bahasa Jepang,ngebantu banget buat kalian yang pengen belajar bahasa jepang di aplikasi ini semua dijelasin dari kalian ga ngerti apa apa sampai kalian mahir  recommended banget deh buat kalian yang tertarik bahasa jepang,ngebantu banget buat kalian yang pengen belajar bahasa jepang di aplikasi ini semua dijelasin dari kalian ga ngerti apa apa sampai kalian mahir  recommended banget deh buat kalian yang tertarik bahasa jepang,ngebantu banget buat kalian yang ingin belajar bahasa jepang di aplikasi ini semua dijelasin dari kalian tidak mengerti apa apa sampai kalian mahir recommended banget deh buat kalian yang tertarik bahasa jepang,"['ngebantu', 'banget', 'buat', 'kalian', 'yang', 'ingin', 'belajar', 'bahasa', 'jepang', 'di', 'aplikasi', 'ini', 'semua', 'dijelasin', 'dari', 'kalian', 'tidak', 'mengerti', 'apa', 'apa', 'sampai', 'kalian', 'mahir', 'recommended', 'banget', 'deh', 'buat', 'kalian', 'yang', 'tertarik', 'bahasa', 'jepang']","['ngebantu', 'banget', 'buat', 'kalian', 'yang', 'ingin', 'belajar', 'bahasa', 'jepang', 'di', 'aplikasi', 'ini', 'semua', 'dijelasin', 'dari', 'kalian', 'tidak', 'mengerti', 'apa', 'apa', 'sampai', 'kalian', 'mahir', 'recommended', 'banget', 'deh', 'buat', 'kalian', 'yang', 'tertarik', 'bahasa', 'jepang']","['ngebantu', 'banget', 'belajar', 'bahasa', 'jepang', 'aplikasi', 'dijelasin', 'mengerti', 'mahir', 'recommended', 'banget', 'deh', 'tertarik', 'bahasa', 'jepang']",ngebantu banget belajar bahasa jepang aplikasi dijelasin mengerti mahir recommended banget deh tertarik bahasa jepang,ngebantu banget ajar bahasa jepang aplikasi dijelasin erti mahir recommended banget deh tarik bahasa jepang,,"['ngebantu', 'banget', 'ajar', 'bahasa', 'jepang', 'aplikasi', 'dijelasin', 'erti', 'mahir', 'recommended', 'banget', 'deh', 'tarik', 'bahasa', 'jepang']",25,positive
seru❤️ w saranin download deh w langsung paham❤️❤️❤️❤️❤️ mantap deh,seru w saranin download deh w langsung paham mantap deh,seru w saranin download deh w langsung paham mantap deh,seru w saranin download deh w langsung paham mantap deh,seru w saranin download deh w langsung paham mantap deh,"['seru', 'w', 'saranin', 'download', 'deh', 'w', 'langsung', 'paham', 'mantap', 'deh']","['seru', 'w', 'saranin', 'download', 'deh', 'w', 'langsung', 'paham', 'mantap', 'deh']","['seru', 'w', 'saranin', 'download', 'deh', 'w', 'langsung', 'paham', 'mantap', 'deh']",seru w saranin download deh w langsung paham mantap deh,seru w saranin download deh w langsung paham mantap deh,,"['seru', 'w', 'saranin', 'download', 'deh', 'w', 'langsung', 'paham', 'mantap', 'deh']",10,positive
WAAAAA BAGUS BANGET DEH POKOKNYA,WAAAAA BAGUS BANGET DEH POKOKNYA,waaaaa bagus banget deh pokoknya,waaaaa bagus banget deh pokoknya,waaaaa bagus banget deh pokoknya,"['waaaaa', 'bagus', 'banget', 'deh', 'pokoknya']","['waaaaa', 'bagus', 'banget', 'deh', 'pokoknya']","['waaaaa', 'bagus', 'banget', 'deh', 'pokoknya']",waaaaa bagus banget deh pokoknya,waaaaa bagus banget deh pokok,,"['waaaaa', 'bagus', 'banget', 'deh', 'pokok']",8,positive
Ada bintang 100 ga Baru belajar 3 setengah bulan udh dapet beasiswa sekolah ke Jepang I'm so happy !!!!!!!!!.......,Ada bintang  ga Baru belajar  setengah bulan udh dapet beasiswa sekolah ke Jepang Im so happy,ada bintang  ga baru belajar  setengah bulan udh dapet beasiswa sekolah ke jepang im so happy,ada bintang  ga baru belajar  setengah bulan udh dapet beasiswa sekolah ke jepang im so happy,ada bintang tidak baru belajar setengah bulan sudah dapat beasiswa sekolah ke jepang im so bahagia,"['ada', 'bintang', 'tidak', 'baru', 'belajar', 'setengah', 'bulan', 'sudah', 'dapat', 'beasiswa', 'sekolah', 'ke', 'jepang', 'im', 'so', 'bahagia']","['ada', 'bintang', 'tidak', 'baru', 'belajar', 'setengah', 'bulan', 'sudah', 'dapat', 'beasiswa', 'sekolah', 'ke', 'jepang', 'im', 'so', 'bahagia']","['bintang', 'belajar', 'beasiswa', 'sekolah', 'jepang', 'im', 'bahagia']",bintang belajar beasiswa sekolah jepang im bahagia,bintang ajar beasiswa sekolah jepang im bahagia,,"['bintang', 'ajar', 'beasiswa', 'sekolah', 'jepang', 'im', 'bahagia']",7,positive
Kereeen,Kereeen,kereeen,kereeen,kereeen,['kereeen'],['kereeen'],['kereeen'],kereeen,kereeen,,['kereeen'],0,neutral
aplikasi Ini bagus banget buat belajar bahasa jepang😆^.^^ω^^O^,aplikasi Ini bagus banget buat belajar bahasa jepangO,aplikasi ini bagus banget buat belajar bahasa jepango,aplikasi ini bagus banget buat belajar bahasa jepango,aplikasi ini bagus banget buat belajar bahasa jepango,"['aplikasi', 'ini', 'bagus', 'banget', 'buat', 'belajar', 'bahasa', 'jepango']","['aplikasi', 'ini', 'bagus', 'banget', 'buat', 'belajar', 'bahasa', 'jepango']","['aplikasi', 'bagus', 'banget', 'belajar', 'bahasa', 'jepango']",aplikasi bagus banget belajar bahasa jepango,aplikasi bagus banget ajar bahasa jepango,,"['aplikasi', 'bagus', 'banget', 'ajar', 'bahasa', 'jepango']",16,positive
Bagus buat belajar untuk pemula😊,Bagus buat belajar untuk pemula,bagus buat belajar untuk pemula,bagus buat belajar untuk pemula,bagus buat belajar untuk pemula,"['bagus', 'buat', 'belajar', 'untuk', 'pemula']","['bagus', 'buat', 'belajar', 'untuk', 'pemula']","['bagus', 'belajar', 'pemula']",bagus belajar pemula,bagus ajar mula,,"['bagus', 'ajar', 'mula']",10,positive
"Sugoii dengan aplikasi ini saya bisa mempelajari bahasa Jepang sedikit demi sedikit, cocok untuk kalian yang mau belajar b.jepang nih rekomendasi bangett✨✨",Sugoii dengan aplikasi ini saya bisa mempelajari bahasa Jepang sedikit demi sedikit cocok untuk kalian yang mau belajar bjepang nih rekomendasi bangett,sugoii dengan aplikasi ini saya bisa mempelajari bahasa jepang sedikit demi sedikit cocok untuk kalian yang mau belajar bjepang nih rekomendasi bangett,sugoii dengan aplikasi ini saya bisa mempelajari bahasa jepang sedikit demi sedikit cocok untuk kalian yang mau belajar bjepang nih rekomendasi bangett,sugoii dengan aplikasi ini saya bisa mempelajari bahasa jepang sedikit demi sedikit cocok untuk kalian yang mau belajar bjepang ini rekomendasi bangett,"['sugoii', 'dengan', 'aplikasi', 'ini', 'saya', 'bisa', 'mempelajari', 'bahasa', 'jepang', 'sedikit', 'demi', 'sedikit', 'cocok', 'untuk', 'kalian', 'yang', 'mau', 'belajar', 'bjepang', 'ini', 'rekomendasi', 'bangett']","['sugoii', 'dengan', 'aplikasi', 'ini', 'saya', 'bisa', 'mempelajari', 'bahasa', 'jepang', 'sedikit', 'demi', 'sedikit', 'cocok', 'untuk', 'kalian', 'yang', 'mau', 'belajar', 'bjepang', 'ini', 'rekomendasi', 'banget']","['sugoii', 'aplikasi', 'mempelajari', 'bahasa', 'jepang', 'cocok', 'belajar', 'bjepang', 'rekomendasi', 'banget']",sugoii aplikasi mempelajari bahasa jepang cocok belajar bjepang rekomendasi banget,sugoii aplikasi ajar bahasa jepang cocok ajar bjepang rekomendasi banget,,"['sugoii', 'aplikasi', 'ajar', 'bahasa', 'jepang', 'cocok', 'ajar', 'bjepang', 'rekomendasi', 'banget']",20,positive
bener2 bagus recommended buat yg dr 0 bgt belajar bhsa Jepang ❤️,bener bagus recommended buat yg dr  bgt belajar bhsa Jepang,bener bagus recommended buat yg dr  bgt belajar bhsa jepang,bener bagus recommended buat yg dr  bgt belajar bhsa jepang,benar bagus recommended buat yang dari banget belajar bhsa jepang,"['benar', 'bagus', 'recommended', 'buat', 'yang', 'dari', 'banget', 'belajar', 'bhsa', 'jepang']","['benar', 'bagus', 'recommended', 'buat', 'yang', 'dari', 'banget', 'belajar', 'bhsa', 'jepang']","['bagus', 'recommended', 'banget', 'belajar', 'bhsa', 'jepang']",bagus recommended banget belajar bhsa jepang,bagus recommended banget ajar bhsa jepang,,"['bagus', 'recommended', 'banget', 'ajar', 'bhsa', 'jepang']",11,positive
"The best , like it",The best  like it,the best  like it,the best  like it,the best like it,"['the', 'best', 'like', 'it']","['the', 'best', 'like', 'it']","['best', 'like']",best like,best like,,"['best', 'like']",0,neutral
sangat bermanfaat bagi yang ingin belajar bahasa dan alfabet Jepang,sangat bermanfaat bagi yang ingin belajar bahasa dan alfabet Jepang,sangat bermanfaat bagi yang ingin belajar bahasa dan alfabet jepang,sangat bermanfaat bagi yang ingin belajar bahasa dan alfabet jepang,sangat bermanfaat bagi yang ingin belajar bahasa dan alfabet jepang,"['sangat', 'bermanfaat', 'bagi', 'yang', 'ingin', 'belajar', 'bahasa', 'dan', 'alfabet', 'jepang']","['sangat', 'bermanfaat', 'bagi', 'yang', 'ingin', 'belajar', 'bahasa', 'dan', 'alfabet', 'jepang']","['bermanfaat', 'belajar', 'bahasa', 'alfabet', 'jepang']",bermanfaat belajar bahasa alfabet jepang,manfaat ajar bahasa alfabet jepang,,"['manfaat', 'ajar', 'bahasa', 'alfabet', 'jepang']",12,positive
sugoii!!,sugoii,sugoii,sugoii,sugoii,['sugoii'],['sugoii'],['sugoii'],sugoii,sugoii,,['sugoii'],0,neutral
keren banget~! saya jadi bisa bahasa Jepang sedikit:v selama satu Minggu!! (≧▽≦),keren banget saya jadi bisa bahasa Jepang sedikitv selama satu Minggu,keren banget saya jadi bisa bahasa jepang sedikitv selama satu minggu,keren banget saya jadi bisa bahasa jepang sedikitv selama satu minggu,keren banget saya jadi bisa bahasa jepang sedikitv selama satu minggu,"['keren', 'banget', 'saya', 'jadi', 'bisa', 'bahasa', 'jepang', 'sedikitv', 'selama', 'satu', 'minggu']","['keren', 'banget', 'saya', 'jadi', 'bisa', 'bahasa', 'jepang', 'sedikitv', 'selama', 'satu', 'minggu']","['keren', 'banget', 'bahasa', 'jepang', 'sedikitv', 'minggu']",keren banget bahasa jepang sedikitv minggu,keren banget bahasa jepang sedikitv minggu,,"['keren', 'banget', 'bahasa', 'jepang', 'sedikitv', 'minggu']",7,positive
